DESIGNATION,RA,DEC
HD 144564,241.5118648,13.32083653
HD 144661,241.9661432,-24.46244592
HD 144682,241.4378582,32.24766328
HD 144690,242.0321065,-26.3267086
HD 144844,242.1821189,-23.68552801
HD 144889,241.8423424,21.82244968
HD 144927,242.3821496,-32.64916904
HD 144987,242.4689919,-33.54601106
HD 14509,34.8532305,-41.84824691
HD 145100,242.4799807,-18.34093394
HD 145110,242.9912649,-54.35300603
HD 145158,242.827644,-45.33370022
HD 145191,242.8232843,-41.12035755
HD 145204,242.4224905,0.819741583
HD 145206,242.4603771,-3.466757575
HD 145250,242.7581682,-29.41660788
HD 145316,242.5513451,1.600853829
HD 145454,241.581568,67.81041604
HD 145596,243.3011839,-34.30690386
HD 145597,243.5325779,-48.93281086
HD 145621,246.7527263,-82.55999152
HD 145622,240.8802751,76.79403359
HD 145689,244.2719989,-67.94165897
HD 145694,242.3579632,55.82907548
HD 145782,243.9573862,-57.91257079
HD 145788,243.2356496,-4.220869522
HD 145792,243.4395284,-24.42217769
HD 145825,243.5493353,-31.66479848
HD 145838,243.5931431,-33.01117266
HD 145849,242.9501502,36.42494705
HD 145894,243.4391283,-8.118040864
HD 145912,243.2141392,19.10152422
HD 145921,243.8496544,-42.89945093
HD 145931,242.9482818,42.37467116
HD 145957,243.0272505,39.05542611
HD 145964,243.6202632,-21.10777077
HD 145997,243.6630801,-18.53620524
HD 146057,244.0376325,-43.12558206
HD 146059A,244.2450073,-53.69669477
HD 146145,244.3367085,-53.08662573
HD 146190,245.7252408,-75.9747655
HD 14622,35.70915236,41.39585484
HD 146254,243.964593,-14.84911043
HD 14628,35.30733026,-19.91536406
HD 14641,34.97631949,-55.94471343
HD 146436,244.2466276,-20.10411687
HD 146537,243.9470037,27.42190908
HD 146545,244.5586546,-34.91475242
HD 146603,243.1055358,67.14399402
HD 146630,244.9284961,-51.03458002
HD 146690,245.105375,-55.13977001
HD 146740,244.430592,1.496702788
HD 146834,244.7822539,-20.21813114
HD 146836,244.8868355,-30.90660519
HD 146850,244.7516541,-14.87280774
HD 146871,244.1935065,40.03847743
HD 146949,244.7891597,-6.876703119
HD 146954,245.1358271,-39.43053892
HD 146981,245.4036003,-51.75142216
HD 147001,245.3625501,-48.18872085
HD 14703,35.09499145,-56.78413552
HD 147119,245.180392,-21.84070726
HD 147152,245.6165668,-49.57246644
HD 147225,245.6210645,-43.91211069
HD 147266,245.0176971,21.13238469
HD 147321,243.6391702,73.39504401
HD 147349,246.3419958,-63.12518013
HD 14735,35.86988079,35.44102251
HD 147352,244.7965737,49.03830328
HD 147365,244.979021,39.70856234
HD 147371,245.7813567,-37.4247897
HD 147395,245.0757843,36.97548171
HD 147430,245.2945844,22.23977949
HD 147614,246.2257684,-45.34956124
HD 147662,244.5404045,68.55474557
HD 14771,36.0114559,42.10227759
HD 147723,246.1660886,-29.70501428
HD 147928,246.1005856,10.25429588
HD 147977,247.0629814,-58.59995119
HD 148103,246.9961938,-46.25098565
HD 148128,246.3160718,19.23958125
HD 148148,246.41981,9.370523558
HD 148228,246.5472226,11.40755614
HD 148247,247.0603716,-37.18001817
HD 148291,247.7055575,-61.6335498
HD 148293,245.4527342,69.10934523
HD 148297,246.6716497,9.272810042
HD 1483,4.677634154,-43.23556575
HD 148317,246.6633592,15.97262208
HD 14832,35.54932919,-43.19961097
HD 148488,248.5803986,-70.98815136
HD 148527,251.4745317,-83.23996973
HD 148531,247.1760354,0.054424839
HD 148543,246.6329144,47.95816327
HD 148560,247.3573137,-13.57034681
HD 148604,247.4456747,-14.55082456
HD 148712,247.4995019,-0.126843505
HD 148760,247.8450314,-26.53779613
HD 14880,35.84726288,-26.99560692
HD 148852,248.3996862,-53.20044463
HD 148880,247.1812571,51.4077697
HD 14890,35.77745541,-37.57628523
HD 148912,247.8381361,1.308887218
HD 149009,247.8059129,22.19548769
HD 149057,250.7203025,-79.02429283
HD 149059,247.9851869,9.414293196
HD 149165,248.3799706,-12.56021839
HD 149174,248.7820468,-45.24461404
HD 149198,247.0878119,67.04398162
HD 149303,247.946728,45.59843699
HD 149392,250.197916,-72.29948356
HD 149433,248.6153148,8.67397237
HD 149485,249.7195794,-60.99055255
HD 149504,248.424057,38.09143292
HD 149609,249.4989137,-46.15459653
HD 149632,248.8594898,17.05733372
HD 149650,248.107225,60.82325166
HD 14968,36.45810075,37.01373973
HD 149681,246.4273312,78.96432578
HD 149837,250.2108794,-60.44677209
HD 14988,36.08396907,-25.84739386
HD 149886,249.7717077,-37.2175744
HD 149908,249.3906408,5.277465598
HD 149934,249.6447148,-18.82575074
HD 149967,250.0661976,-48.30780519
HD 150010,247.8670509,72.61258818
HD 150012,249.4498912,13.68675176
HD 150026,250.8424055,-67.43251123
HD 150030,249.0465957,46.61334237
HD 150038,250.1089553,-44.57392764
HD 150050,249.6396527,-1.231576375
HD 150085,250.6624158,-61.78503131
HD 150090,250.053866,-33.7436139
HD 150097,250.7017456,-62.5539667
HD 150117,249.0570819,52.92454206
HD 150118,249.0584685,52.92433048
HD 150126,250.0441332,-28.94024242
HD 150168,250.4175978,-49.65156362
HD 150214,250.3532736,-42.06051595
HD 150255,249.5166212,39.57694824
HD 150275,247.6595448,77.44773331
HD 150304,249.8412354,22.00557206
HD 150331,250.439083,-33.14601216
HD 15036,39.36395655,83.83460928
HD 150367,250.4065828,-27.80985162
HD 150382,250.2824234,-11.83866587
HD 150421,250.7648566,-46.07031045
HD 150429,249.2292008,63.07243351
HD 150449,249.5019056,56.01585488
HD 150453,250.4738352,-19.92416692
HD 150483,250.2137712,12.39501269
HD 150550,251.7315654,-68.10182115
HD 150573,250.9401461,-41.1193216
HD 150576,251.1655172,-53.1523574
HD 150578,249.5403848,61.17231628
HD 150580,250.2522475,24.85871392
HD 150608,250.9482494,-38.1565496
HD 150638,250.9113046,-32.10604968
HD 15064,36.14251988,-40.83997273
HD 150745,251.588428,-58.50364432
HD 150869,252.1803013,-67.08318988
HD 150894,251.2506552,-28.50965946
HD 150897,251.5265354,-46.53213261
HD 150898,251.8318625,-58.34153736
HD 150998,250.7675926,36.50967996
HD 151011,251.3757347,-19.13694169
HD 151051,251.7096467,-41.48106103
HD 151078,251.6997236,-39.37708412
HD 151082,251.8672747,-48.3195119
HD 151087,250.9649741,34.03905702
HD 151199,250.7440065,55.69047683
HD 151203,251.3439507,15.74506182
HD 151388,251.2990846,43.21695082
HD 151404,253.07315,-67.68186277
HD 151415,252.0575754,-24.52670955
HD 151441,252.974492,-65.37551991
HD 15152,36.78002265,27.01205884
HD 151579,252.3883053,-31.651422
HD 151613,251.3243407,56.7821192
HD 151623,249.4691788,78.91886692
HD 151627,252.0370912,13.59020041
HD 151796,252.2900472,12.90916123
HD 151862,252.3942843,13.26102381
HD 151967,253.5011679,-57.91006317
HD 152010,254.254246,-71.11180526
HD 152040,253.1502096,-37.59957558
HD 152082,253.8529492,-63.26972353
HD 152112,252.7627865,9.87895354
HD 152124,251.8153834,63.53180256
HD 152153,252.4189585,43.43039314
HD 152220,253.6314809,-49.71082538
HD 152222,251.7693491,67.26665735
HD 152224,252.679913,32.55386629
HD 152234,253.5076513,-41.80640037
HD 152238,252.4973568,46.64924191
HD 152262,252.6499676,41.89677742
HD 152293,253.6122531,-42.47892649
HD 152311,253.3549281,-20.41573783
HD 152431,253.6499957,-30.58736057
HD 152482,253.3058039,10.87443582
HD 152493,254.5644559,-65.2047886
HD 152527,254.119619,-52.28393554
HD 152636,253.9907124,-33.50684268
HD 152677,253.7831173,-6.651050987
HD 1527,4.923010311,40.72938137
HD 15275,36.87273549,-0.751512907
HD 152812,253.3228488,47.4171615
HD 152815,253.7301449,20.95850165
HD 152824,254.5746826,-50.64135579
HD 152885,254.459252,-39.11570896
HD 152972,254.0399863,15.38366643
HD 153053,255.0261033,-54.59749694
HD 1531,4.835544981,-46.49899447
HD 153113,254.3342069,6.211306355
HD 153135,254.539598,-14.37247341
HD 153201,255.2792235,-56.55519811
HD 153226,254.383129,13.88442183
HD 153234,255.0592198,-44.98867741
HD 153258,255.134833,-45.45176392
HD 153299,254.026609,50.03882564
HD 153312,254.4263088,24.38117558
HD 153361,254.9345131,-18.24896838
HD 153368,255.1540917,-35.9344226
HD 153372,251.9087117,79.50383617
HD 153389,256.140301,-68.27879353
HD 153472,254.4590303,42.51223898
HD 153484,255.2558545,-29.67199893
HD 153540,254.9493511,10.91552842
HD 153613,255.4692922,-32.14374569
HD 15365,37.44254761,46.03149021
HD 153653,255.1227137,6.583509262
HD 153678,255.8050239,-48.33667918
HD 153698,254.9703013,27.31594534
HD 153716,256.1029569,-57.7122677
HD 153791,255.923674,-47.16054699
HD 153798,255.3249904,7.428458345
HD 153834,255.2421864,22.63199464
HD 15385,37.30742863,23.46893093
HD 153897,255.2900887,27.19625701
HD 153956,254.8392164,56.68875509
HD 154025,256.2721833,-45.5022803
HD 154084,255.5781716,25.50605731
HD 154099,254.0697021,73.12777464
HD 154100,255.6603214,20.7256221
HD 154126,255.5714327,31.88418738
HD 154153,256.4521099,-44.10496928
HD 15417,38.62930149,76.71792199
HD 15418,37.60505635,47.85375626
HD 15420,37.48245066,39.13699816
HD 154212,256.1388383,-11.08857507
HD 154310,256.584081,-37.22770206
HD 154319,254.7607098,69.18606293
HD 154346,255.8590631,34.38351427
HD 154391,255.3201221,60.64892799
HD 154431,255.9729084,34.79019671
HD 154441,256.1723378,19.59911288
HD 154486,257.0344578,-48.88389316
HD 15449,37.86233905,58.02475749
HD 154555,257.5261224,-61.67548557
HD 154556,258.0837196,-70.72142945
HD 154611,256.5301973,8.623147057
HD 154619,256.554531,10.45390046
HD 154633,255.5654017,64.60089749
HD 15464,37.56954099,33.83344991
HD 154660,256.7208085,-1.656288323
HD 15471,37.14743779,-31.10251908
HD 154713,256.2706175,43.81223618
HD 15473,37.67025967,40.16740923
HD 154732,256.2075586,48.80364032
HD 154733,256.5747235,22.08398542
HD 154783,257.1980169,-30.40402031
HD 154813,257.7890563,-58.02554779
HD 154895A,257.0568216,-1.079634108
HD 154903,258.322703,-67.19698988
HD 154905,256.3334623,54.47105362
HD 154906,256.3334175,54.47035271
HD 154948,257.6761214,-44.55798409
HD 154972,259.1481477,-74.53325091
HD 154974,257.0653117,16.09386942
HD 155061,257.0028699,31.20611261
HD 155102,256.9442617,40.51590209
HD 155136,256.8430204,48.39952948
HD 155153,254.1006192,80.85961553
HD 155179,257.131726,35.03439888
HD 15524,37.635116,25.23469291
HD 155259,258.0674388,-39.50726679
HD 155276,258.0691155,-38.82275217
HD 15533,38.49444041,71.29396994
HD 155410,257.3882744,40.77706358
HD 155450,258.2440009,-32.43833989
HD 155646,258.226511,0.351705459
HD 155650,258.5084085,-27.79659245
HD 155711,257.6275299,52.40873134
HD 155784,257.9591705,41.73011257
HD 155816,257.916077,45.32440858
HD 155826,258.8987696,-38.59580026
HD 155875,260.0522154,-70.04624663
HD 155940,258.9638812,-30.21093271
HD 155951,259.7148713,-62.87468411
HD 155970,258.8344695,-14.58422451
HD 156091,259.8020871,-59.69464849
HD 156093,258.6395385,26.05176026
HD 156098,259.2646708,-32.66308449
HD 156115,259.0661424,-15.22368794
HD 156216,259.5497546,-39.6909093
HD 156266,259.15272,-0.445557237
HD 156284,258.9226108,23.74284822
HD 156293,259.6992074,-44.12981889
HD 156295,258.1359097,62.87454323
HD 156310,260.3060262,-63.58230984
HD 156361,258.9086239,34.70757336
HD 156362,258.995192,27.13373542
HD 156384,259.7443311,-34.99079961
HD 156456,259.2923355,13.13387456
HD 15646,37.01862621,-64.29974056
HD 15646,37.01862621,-64.29974056
HD 156593,259.3993792,23.09060242
HD 156635,259.7095665,-2.810847956
HD 156649,258.6422146,63.35300716
HD 156653,259.5206241,17.31783468
HD 156768,260.7300392,-58.01039704
HD 156775,259.6244969,25.80830021
HD 156838,261.0044782,-62.86419413
HD 156854,260.7797401,-56.52553394
HD 156874,259.7024324,28.82293521
HD 156891,259.5968789,38.81171664
HD 156936,260.5541048,-41.1213431
HD 156942,261.0783447,-60.6738499
HD 156966,259.8503792,27.28374129
HD 157060,260.6584818,-35.91029384
HD 157072,260.4648715,-20.56942983
HD 157087,260.0410951,25.53755971
HD 157097,260.7282347,-37.22096267
HD 157243,261.0544752,-44.16270277
HD 157257,260.3893028,16.73115477
HD 157261,260.5173164,5.000524053
HD 15728,38.4943423,59.21202707
HD 157358,260.3802294,28.7580896
HD 157370,259.0549763,71.79231865
HD 157373,260.1420631,48.18876019
HD 157379,260.9010278,-16.03836535
HD 157398,261.01463,-23.84441028
HD 157486,261.2611118,-34.6961455
HD 157515,261.306057,-34.43021085
HD 157524,262.0326671,-63.03634136
HD 157546,261.154397,-18.44579583
HD 15755,38.21895921,34.54232678
HD 157599,261.7349594,-51.94888691
HD 157661B,261.7157629,-45.84334945
HD 157662,261.8019238,-50.63038495
HD 157681,260.4391726,53.42044089
HD 157740,261.1314629,16.30088122
HD 157753,261.9899674,-52.29746383
HD 157778,260.9194313,37.14681736
HD 157819,262.1621691,-55.1697312
HD 157823,261.3279488,8.924418157
HD 15784,38.9332369,68.36766945
HD 157902,261.9224157,-37.18564481
HD 157910,261.112852,36.9521256
HD 157911,261.1636484,32.6704462
HD 157978,261.5791975,7.59561699
HD 157983,261.6314748,0.822127951
HD 158013,260.8444733,57.01178796
HD 158042,262.2535725,-43.97396052
HD 158067,261.5036532,26.87882616
HD 158105,262.2336921,-36.77831028
HD 158148,261.7047077,20.08104734
HD 158259,261.3495639,52.79046518
HD 158261,261.6921185,34.69599267
HD 158460,261.4222297,60.04850388
HD 158476,262.9545887,-46.03680335
HD 158485,261.5200765,58.65196273
HD 158499,262.9859137,-46.09205235
HD 1585,5.021086054,6.292710657
HD 158614A,262.5984966,-1.063568406
HD 158619,262.9472862,-33.70330082
HD 15865,38.53468694,38.73499182
HD 158716,262.594438,11.92408141
HD 158738,262.759309,-2.826797777
HD 15875,38.04774827,-32.60634452
HD 158799,263.2808026,-41.1730801
HD 1588,5.012476398,-17.70046459
HD 158837,262.8388122,2.724591485
HD 15889,38.06179269,-36.42725043
HD 158895,263.8958203,-59.84615255
HD 158907,263.570045,-48.52661012
HD 158921,262.9905558,0.042470326
HD 15895,38.55905704,33.79278313
HD 158955,262.8278469,19.52172128
HD 158974,262.730737,31.15820727
HD 158996,259.9051248,80.13640346
HD 159011,263.2457885,-17.49587905
HD 159018,263.8329096,-53.35301285
HD 159026,262.6675424,38.88226084
HD 159047,265.8595699,-78.69285843
HD 159082,263.0620097,11.93012517
HD 159119,263.1001346,14.38358681
HD 159194,263.7761329,-38.7993499
HD 15920,39.50804919,72.8183224
HD 159267,263.2886575,16.76922815
HD 159312,263.9294008,-37.44002287
HD 159328,264.4771422,-59.43298887
HD 159330,262.6816727,57.87676288
HD 159332,263.3449667,19.2562731
HD 159353,263.4141213,16.31729992
HD 159463,264.3637999,-50.06009582
HD 159501,263.2798361,41.24317756
HD 159517,270.3922023,-85.21547514
HD 159558,265.1849254,-67.85427043
HD 159564,263.9273037,-6.120146995
HD 159633,264.3621683,-38.06637973
HD 159707,264.5351423,-42.88041133
HD 159736,263.9615713,12.04699117
HD 159797,263.9473462,19.84366809
HD 1598,5.142708096,56.5568528
HD 159834,263.9982222,20.99617875
HD 159881,264.5499135,-28.04683596
HD 159925,263.926591,37.30160831
HD 159926,264.0337621,28.18521734
HD 16004,38.86635162,39.66422819
HD 160054,264.15326,30.78514799
HD 1601,5.128925732,48.96861938
HD 160108,264.8351854,-29.53103578
HD 16024,39.40075742,65.74529688
HD 160263,265.3177459,-46.92188088
HD 16028,38.91141478,37.31220054
HD 160346,264.8196823,3.554810301
HD 160365,264.7409613,13.32946651
HD 160385,264.8798617,3.39246167
HD 160451,264.5790556,36.74729427
HD 160507,264.7064365,32.73929642
HD 1606,5.101752598,30.93560071
HD 16060,38.7671973,7.470469369
HD 160668,265.7129489,-36.94566434
HD 160677,264.9896066,31.20251703
HD 160748,265.7785869,-33.05130911
HD 160765,265.2957579,15.17835075
HD 160810,265.8583214,-35.29767105
HD 160822,265.1713005,31.28714274
HD 160835,265.2727661,24.51349261
HD 160840,265.8966279,-32.66280789
HD 160869,265.6466975,-4.849796758
HD 160874,266.0234979,-38.80593641
HD 160877,266.127304,-43.90511932
HD 160910,265.4942894,15.95288286
HD 160928,266.1750665,-42.72925017
HD 160933,264.1659392,69.5698241
HD 160950,265.1568313,43.47091837
HD 161056,265.9459049,-7.079656252
HD 161068,266.4867279,-48.93432579
HD 161083,266.1000351,-22.1949312
HD 161149,265.8417704,14.29529696
HD 161178,264.2873678,72.45586103
HD 161193,265.3405576,51.81812522
HD 1613,5.181499159,61.87959361
HD 161369,265.7728372,44.08447533
HD 161390,266.7803312,-38.11229778
HD 161420,267.1584243,-55.40158167
HD 161441,267.5306226,-64.30501698
HD 161475,267.4709408,-61.71478718
HD 161583,266.2071482,35.21774106
HD 161587,266.6036497,1.044348223
HD 16160,39.02838451,6.893339108
HD 161617,265.3472201,67.15207884
HD 161695,266.417668,31.50467082
HD 16170,38.47746456,-51.09366354
HD 16176,39.23909759,38.73283669
HD 161814,267.8977982,-60.16412616
HD 161815,266.4738535,38.88124287
HD 161833,266.7835743,17.69697071
HD 161840,267.2936838,-31.70324837
HD 16187,39.17915874,31.60766889
HD 161880,267.6202872,-48.2856841
HD 161917,267.7961319,-53.1302672
HD 161955,268.3255176,-65.48889894
HD 161958,266.721701,36.08735408
HD 161969,267.611657,-41.64841997
HD 161988,269.4237205,-76.17795881
HD 16202,38.9099136,-14.94552422
HD 162021,267.7154935,-42.33040415
HD 162037,266.942397,28.75746819
HD 162049,269.8389171,-77.82389447
HD 162123,267.9357301,-45.60074548
HD 162132,266.78339,47.61227431
HD 162154,268.2162346,-56.154902
HD 162161,267.1994318,19.25506531
HD 162163,267.3912709,0.906207215
HD 162189,267.8852282,-40.77270844
HD 16220,39.27780476,32.89122419
HD 162299,266.9973839,47.58370791
HD 162319,267.5383926,9.848085395
HD 162337,271.3627478,-81.48678064
HD 162391,268.0823552,-34.41686581
HD 162396,268.2199376,-41.9973725
HD 162415,268.0710075,-31.32822943
HD 162468,267.6816425,11.94640487
HD 162486,267.7703608,5.229107311
HD 162496,268.2051102,-34.11485887
HD 162517,268.2400664,-35.62454747
HD 162555,267.5955411,29.3223501
HD 162570,267.7016734,22.31624085
HD 16258,39.5527546,50.49123404
HD 162585,268.3020214,-32.03236684
HD 162648,268.0002903,4.487293477
HD 162652,268.0216348,1.111116832
HD 162678,268.4395999,-34.78605636
HD 162713,268.1543323,-5.262153459
HD 162734,267.9936071,15.32633426
HD 162817,268.6130332,-34.46674698
HD 162834,268.3141215,-5.929033291
HD 162865,268.1301881,16.90037482
HD 162926,268.7834852,-36.47566665
HD 162956,268.531554,-11.33755223
HD 162989,268.0195933,39.98231879
HD 163071,269.4280614,-56.89630361
HD 163075,268.0039765,46.643059
HD 163113,268.1765418,38.82061357
HD 163132,268.6181051,3.732053451
HD 163145,269.1975454,-44.34232948
HD 1632,5.189487365,32.91111003
HD 163234,269.2330733,-40.30562969
HD 163240,265.5489612,80.28246164
HD 16327,39.57408502,37.72651351
HD 163336,269.079307,-15.81285122
